ride_stations,distance_km,is_member,duration_minute
1034_216,1.1579626699088907,1.0,9.316666666666666
442_216,1.0564442172611397,1.0,7.983333333333333
175_890,1.588131410494814,1.0,13.85
594_890,1.5749608753709243,1.0,9.7
438_890,0.15427300763593055,0.0,32.55
169_890,1.081748467867235,1.0,4.416666666666667
564_890,2.2613817647983874,1.0,15.433333333333334
175_1010,2.9368927862877614,1.0,17.466666666666665
1164_1010,1.3101459213341946,0.0,8.116666666666667
676_1010,4.195376410715967,1.0,17.683333333333334
175_614,1.5656932267872232,1.0,10.8
331_614,3.7180600432407784,1.0,19.466666666666665
261_614,2.7110407251489432,1.0,22.716666666666665
175_265,1.0389394211562515,1.0,18.75
1177_265,1.9367691970894068,1.0,11.35
242_265,1.9288417966875828,1.0,9.233333333333333
258_265,0.638603681115734,1.0,6.133333333333334
286_265,0.8232401741622642,1.0,6.5
499_265,8.282535736392413,1.0,39.96666666666667
761_265,1.8014420535890177,1.0,19.0
377_898,4.916957575617063,1.0,30.116666666666667
377_1070,4.364255600856565,1.0,31.716666666666665
385_1070,1.117631107067257,1.0,7.65
404_1070,0.7389614310010103,1.0,6.816666666666666
322_1070,0.5035566256206839,1.0,7.216666666666667
38_1070,4.725664362817882,1.0,22.516666666666666
168_1070,2.1919172715825033,1.0,25.816666666666666
1162_1070,1.5651512432665442,1.0,13.116666666666667
1162_1070,1.5651512432665442,0.0,9.066666666666666
855_1070,0.3075520203981136,1.0,2.95
167_1070,2.3063606949168873,0.0,26.066666666666666
274_1070,1.0382436773222972,1.0,5.1
274_1070,1.0382436773222972,1.0,9.666666666666666
306_1070,3.229329567752722,1.0,19.05
328_1070,0.8251162738243871,1.0,5.733333333333333
377_546,1.6740951976001641,1.0,8.266666666666667
566_546,1.5883861294416874,0.0,13.033333333333333
436_546,1.8299784247379987,1.0,10.45
377_242,3.1278653522484636,1.0,13.766666666666667
432_242,0.9077613845727748,1.0,8.116666666666667
482_242,5.701093808520454,1.0,38.416666666666664
436_242,0.7938116546993059,1.0,5.8
436_242,0.7938116546993059,1.0,14.683333333333334
310_242,1.4872288984843056,1.0,9.45
425_242,0.7791811590780777,0.0,3.966666666666667
425_242,0.7791811590780777,1.0,10.883333333333333
428_242,1.2351604329983916,0.0,9.4
1147_242,2.4182359501187958,1.0,14.55
677_242,1.4839275001820154,1.0,9.15
373_242,4.116995115987114,1.0,21.1
437_242,1.193288224231137,1.0,4.433333333333334
619_242,2.1697198194223026,1.0,47.516666666666666
250_242,0.39031477285487204,1.0,2.2666666666666666
250_242,0.39031477285487204,1.0,1.5333333333333334
544_242,1.6871354205852995,1.0,6.833333333333333
760_242,1.7970077417845476,1.0,5.383333333333334
472_242,1.3846749930472655,1.0,8.783333333333333
790_242,3.130911905055028,0.0,14.083333333333334
376_859,1.7881625739497993,1.0,24.033333333333335
376_859,1.7881625739497993,1.0,14.55
859_859,0.0,1.0,37.86666666666667
374_859,1.858284367324692,1.0,18.166666666666668
376_1183,1.1059402978116561,1.0,5.333333333333333
538_1183,2.3927900970102938,1.0,9.7
329_1183,3.6634351741805036,1.0,41.95
374_1183,1.0733095401953343,1.0,4.516666666666667
590_1183,4.10423748355474,1.0,28.783333333333335
376_360,2.783097703227738,1.0,19.516666666666666
918_360,1.23815744902683,1.0,9.683333333333334
360_360,0.0,0.0,1.3166666666666667
420_360,1.0522264552086147,1.0,7.883333333333334
753_360,1.674661833111156,1.0,40.233333333333334
551_838,2.266379276684404,0.0,13.916666666666666
208_838,0.9641075012912426,1.0,4.883333333333334
145_838,1.347163168519674,1.0,9.833333333333334
237_838,0.7240121675029352,1.0,6.533333333333333
241_838,0.471708815732265,1.0,5.766666666666667
159_838,3.5702844512742624,1.0,15.7
619_838,2.4304394236361677,1.0,13.816666666666666
965_838,5.378303178178045,1.0,40.35
535_838,4.76825491027277,1.0,17.55
551_558,1.866073408115726,1.0,7.0
92_558,2.0567576550603937,1.0,11.233333333333333
425_558,3.341942569536031,1.0,17.383333333333333
583_558,0.6815101725178153,0.0,3.966666666666667
551_487,3.079778043657611,1.0,19.166666666666668
666_487,0.6894929697445685,1.0,9.766666666666667
487_487,0.0,1.0,0.03333333333333333
1003_487,0.26621523998687624,1.0,67.93333333333334
551_259,3.198251813428565,1.0,28.283333333333335
264_259,1.6017715740894256,1.0,10.233333333333333
918_259,3.262729275513691,1.0,30.016666666666666
235_259,1.0336972947212957,1.0,8.9
249_259,0.9862274756353602,1.0,7.183333333333334
296_259,0.6839565519685482,1.0,4.216666666666667
574_259,4.111933918224089,1.0,16.033333333333335
551_586,0.8697287888875901,1.0,3.15
1072_586,2.3344494919464354,1.0,14.75
302_586,3.6781208256573086,1.0,21.866666666666667
551_1034,0.7478354965626638,1.0,4.683333333333334
592_1034,0.7598575604439547,1.0,3.1
479_1034,1.489809959421364,1.0,13.683333333333334
551_619,0.8510406923550513,1.0,5.866666666666666
474_619,1.1933382869095264,0.0,8.35
171_619,3.1464112162314053,1.0,34.28333333333333
537_619,1.888962605184661,1.0,11.716666666666667
619_619,0.0,1.0,3.6166666666666667
757_619,0.3952412859576864,1.0,3.95
551_431,1.2356665411179606,0.0,7.55
429_431,0.3805541886795416,1.0,2.6
890_431,1.0955352272949828,1.0,12.05
589_431,1.0059965549403354,1.0,8.95
431_431,0.0,0.0,0.55
658_431,3.043281118059959,1.0,21.033333333333335
551_148,2.5778029797138133,1.0,14.483333333333333
263_148,1.4278254817087679,0.0,7.7
1077_148,0.22910151196530387,1.0,58.96666666666667
930_148,0.7935129555147651,1.0,4.266666666666667
551_594,0.453093258338961,1.0,2.6333333333333333
397_594,5.299238455579341,1.0,26.2
256_594,2.3805506076910268,1.0,11.35
550_217,1.2880272364385525,1.0,17.383333333333333
550_674,2.1075054962395643,1.0,10.533333333333333
183_674,3.713865939879668,0.0,20.866666666666667
550_585,2.012002957270661,1.0,12.95
601_585,1.7352463634956392,1.0,4.866666666666666
472_585,3.1387329618666855,1.0,21.216666666666665
585_585,0.0,1.0,7.816666666666666
550_750,3.3934503857335576,1.0,16.65
236_750,1.6256372703069677,1.0,23.55
256_750,1.3429097829758996,1.0,10.7
84_750,2.054588434188068,1.0,15.383333333333333
170_750,1.3610715113191756,0.0,9.483333333333333
764_750,1.991542844487718,1.0,10.733333333333333
620_750,3.5426991152212413,1.0,20.183333333333334
550_600,4.610716904099219,1.0,21.2
1027_600,6.704946317419239,0.0,62.25
169_600,3.3516844380408832,1.0,22.716666666666665
756_600,6.7807054949377354,0.0,56.483333333333334
573_600,3.5588567205366193,0.0,19.7
606_600,0.6057925854718597,1.0,13.383333333333333
1027_310,1.5425199129042206,1.0,9.233333333333333
239_310,1.373504207818562,1.0,7.6
838_310,1.681528161178435,1.0,18.416666666666668
381_310,1.035020689192295,0.0,14.333333333333334
750_310,1.4239274172105771,1.0,14.483333333333333
1027_322,1.916063161762889,1.0,15.566666666666666
954_322,0.9905449921893277,1.0,7.3
954_322,0.9905449921893277,1.0,5.266666666666667
315_322,0.2746028483098512,1.0,2.25
256_322,1.6357155287083802,1.0,25.033333333333335
537_322,1.7578667214731738,1.0,7.533333333333333
420_322,1.8315969413365512,0.0,25.65
406_322,1.299769981745261,1.0,9.083333333333334
629_322,0.6928659846937314,1.0,4.166666666666667
761_322,1.4788895079882922,1.0,6.3
1027_1027,0.0,0.0,0.4
397_1027,1.1057769365530483,1.0,6.766666666666667
313_1027,1.6089465009169936,0.0,15.133333333333333
334_1027,2.320298441844469,1.0,32.18333333333333
384_1027,0.5046048089023609,1.0,7.216666666666667
394_1027,1.2784592840166995,1.0,9.283333333333333
623_1027,0.8566560208261949,1.0,4.433333333333334
447_1027,2.8543175442340547,1.0,22.316666666666666
1027_753,0.7150013210982792,0.0,9.666666666666666
315_753,0.9677906398098375,1.0,4.3
394_753,1.297861071519824,1.0,13.25
406_753,1.3180962631303061,1.0,11.733333333333333
309_753,0.6840649238586822,1.0,3.9
478_753,3.5307755309484934,1.0,22.75
624_753,0.9073629493672292,1.0,9.116666666666667
405_753,0.5404306525716073,1.0,3.2
217_753,3.846049467015232,1.0,22.75
1027_624,0.9427080107578418,1.0,7.5
624_624,0.0,1.0,3.85
1027_359,1.407381111953976,1.0,10.733333333333333
255_359,3.794321521306793,1.0,25.816666666666666
326_359,2.7995676607535223,1.0,11.35
362_359,0.2620783522147034,1.0,1.7666666666666666
954_359,1.9633595845968426,1.0,11.9
381_359,1.1025838061483055,1.0,6.533333333333333
393_359,1.5854802967558101,1.0,11.516666666666667
330_359,2.8204008671793472,0.0,26.683333333333334
1188_359,1.0199602050698322,1.0,8.833333333333334
751_359,0.9612056770406967,1.0,7.433333333333334
38_359,2.331644204828907,0.0,29.516666666666666
856_359,8741.981526998536,1.0,19.25
1181_359,1.9900139474609306,1.0,12.8
274_359,3.4465251283936067,1.0,20.466666666666665
1179_359,3.037606418874401,1.0,15.716666666666667
1007_359,2.0532845641094366,1.0,42.03333333333333
341_359,5.565325715491862,1.0,21.766666666666666
466_359,0.67918852759655,1.0,4.483333333333333
511_359,4.233729242818023,1.0,26.05
1027_514,0.854234210347698,1.0,5.583333333333333
468_514,0.31444121823599597,1.0,2.066666666666667
468_514,0.31444121823599597,1.0,1.5333333333333334
1170_514,4.739048226164468,1.0,32.166666666666664
389_514,1.2016328721802465,1.0,7.816666666666666
393_514,1.6589369720123415,1.0,15.733333333333333
756_514,0.5099495394103818,1.0,4.166666666666667
998_514,2.345440880098861,1.0,9.233333333333333
447_514,2.726109534242836,0.0,15.716666666666667
1006_514,1.0995965323434402,1.0,16.783333333333335
1161_514,2.0756628179214753,1.0,16.833333333333332
356_514,0.9090207447494404,1.0,4.55
1027_205,3.118397119457399,1.0,20.166666666666668
1058_205,1.1156970262680819,1.0,9.0
1027_1187,11.290295832616277,1.0,57.31666666666667
607_141,2.6340306046443005,0.0,16.466666666666665
1010_141,0.8885305652837373,1.0,5.366666666666666
788_141,0.8672222123204006,1.0,3.6333333333333333
1071_141,0.5187308503753751,1.0,2.8833333333333333
600_141,1.2230723866199373,1.0,24.1
162_141,1.952500364684236,1.0,7.416666666666667
1057_141,4.898342790883306,1.0,29.4
1171_141,4.6123931792944015,0.0,42.333333333333336
607_607,0.0,1.0,0.6333333333333333
607_607,0.0,1.0,29.7
611_607,0.4277442146748964,1.0,2.9166666666666665
559_607,1.1813523485549036,1.0,44.36666666666667
100_607,0.6654514212886176,1.0,3.9
1007_607,5.121942007872824,1.0,55.56666666666667
1087_607,1.4931972133583298,1.0,10.0
607_611,0.4277442146748964,0.0,39.71666666666667
611_611,0.0,1.0,0.25
611_611,0.0,1.0,25.0
154_611,2.3382846213641946,1.0,13.233333333333333
607_175,1.7926701094191917,1.0,7.25
607_175,1.7926701094191917,1.0,7.333333333333333
1009_175,0.5145123364302842,1.0,3.5166666666666666
1178_175,3.2649593265381096,0.0,55.28333333333333
242_175,1.9406995249272998,0.0,12.8
180_175,0.5544887274891581,1.0,2.683333333333333
256_175,1.2672627539094272,1.0,7.483333333333333
627_175,2.9010663078028935,1.0,11.033333333333333
100_175,2.1681426087825306,1.0,8.3
250_175,1.5504039539853547,0.0,7.866666666666666
149_175,0.528366056635577,1.0,3.966666666666667
689_175,1.004336587525888,0.0,9.083333333333334
177_175,0.2999639044989333,1.0,1.2833333333333334
607_249,3.1340072533983707,1.0,15.65
934_249,4.0884502556496365,1.0,18.933333333333334
1009_249,0.884447001390163,0.0,26.083333333333332
333_249,0.8552386816307683,1.0,6.05
207_249,1.0762331390501991,1.0,6.316666666666666
1147_249,1.7262577709939542,1.0,11.066666666666666
316_249,1.3101126772944536,1.0,10.033333333333333
607_272,4.070109574710987,1.0,13.616666666666667
273_272,0.17471275387001198,1.0,21.65
749_272,0.7184476909501415,1.0,6.75
548_272,4.650582383379836,1.0,21.533333333333335
218_272,2.8861648059744724,1.0,16.033333333333335
935_272,0.6730615759932718,1.0,4.966666666666667
562_272,3.8616759504288596,1.0,16.866666666666667
1176_272,5.976995551114435,1.0,27.883333333333333
607_395,5.425583755499182,1.0,26.733333333333334
378_395,1.8390028058932768,1.0,18.35
340_395,2.475391415760716,0.0,14.133333333333333
855_395,1.0009321092015895,1.0,7.5
421_395,0.9538128767640528,1.0,7.533333333333333
395_395,0.0,1.0,0.06666666666666667
395_395,0.0,1.0,0.43333333333333335
470_395,1.0634965486633334,1.0,11.283333333333333
358_395,1.789431034359739,1.0,8.55
397_385,1.3584541974026474,0.0,10.233333333333333
315_385,1.2455363454171702,1.0,7.416666666666667
384_385,0.323223637325069,1.0,40.95
414_385,1.122669268585751,1.0,5.1
170_385,3.3209545859081233,1.0,20.733333333333334
364_385,0.9454116055376627,1.0,6.55
405_385,0.8322074933471221,1.0,7.033333333333333
397_1007,0.784313696260761,1.0,33.43333333333333
1182_1007,1.3270995382191924,1.0,15.016666666666667
1182_1007,1.3270995382191924,1.0,8.8
954_1007,0.09009934313191513,1.0,3.45
154_1007,4.414743583859219,1.0,28.716666666666665
329_1007,0.4770713308474398,1.0,2.9833333333333334
590_1007,4.736279856179981,1.0,18.95
397_1179,1.3235006669492186,1.0,11.45
207_1179,2.3672074438141353,0.0,11.75
938_1179,2.900499096197813,1.0,21.016666666666666
397_759,0.9369189659536687,1.0,5.316666666666666
592_759,6.1925475633422336,0.0,40.18333333333333
960_759,3.5778120666228626,1.0,21.583333333333332
950_759,0.6064287632791946,1.0,5.866666666666666
935_759,1.798957159892878,1.0,10.45
532_412,1.4946216663730314,1.0,8.833333333333334
47_412,1.2252546028681524,1.0,5.433333333333334
687_412,1.2893201344423886,1.0,7.05
418_412,0.7938699270888097,1.0,4.8
370_412,1.4153063639888217,1.0,6.433333333333334
453_412,1.350807983166115,1.0,6.3
532_447,1.0277524987041624,1.0,5.983333333333333
749_447,5.637127365153034,1.0,32.233333333333334
459_447,1.308292884300628,0.0,18.333333333333332
987_447,0.9559808781019731,1.0,4.4
987_447,0.9559808781019731,1.0,8.183333333333334
987_447,0.9559808781019731,0.0,95.05
47_447,2.626250728557603,1.0,37.71666666666667
510_447,1.4340533281815944,0.0,10.583333333333334
1059_447,1.4393589412000163,1.0,10.2
452_447,1.967608192997014,1.0,13.066666666666666
38_447,1.7246142834024536,1.0,18.483333333333334
451_447,0.7164455249457312,1.0,4.25
856_447,8741.379999103183,1.0,18.266666666666666
470_447,4.662524036406729,0.0,20.866666666666667
983_447,2.1541940726594833,1.0,25.416666666666668
532_204,1.8899662625641505,1.0,14.366666666666667
508_204,1.8372645658363196,1.0,31.85
532_358,0.9920588848354258,1.0,34.75
1182_358,1.4109968940240338,1.0,10.966666666666667
378_358,0.4054742628101154,1.0,2.4833333333333334
317_358,2.5618964097420927,1.0,30.466666666666665
364_358,0.7162614490177887,1.0,3.4833333333333334
356_358,0.5821430773467011,1.0,3.2
502_358,1.6149173469585605,1.0,25.766666666666666
869_358,4.628870729833985,1.0,38.266666666666666
532_445,3.0924541561628627,1.0,12.7
389_445,4.125929242425785,1.0,35.11666666666667
860_445,5.155414598916874,1.0,40.4
445_445,0.0,1.0,1.8666666666666667
206_445,1.8238333204558042,1.0,8.616666666666667
467_206,2.15520667088307,1.0,13.233333333333333
196_206,1.634749099275981,1.0,7.9
461_206,1.39185693246512,1.0,9.066666666666666
469_206,3.8447521350625204,1.0,19.683333333333334
467_637,2.016568782088141,1.0,20.35
365_637,1.5126346598365084,1.0,8.616666666666667
357_637,1.7816187986564749,1.0,11.583333333333334
467_465,0.671885848091696,1.0,3.3333333333333335
359_465,1.0989442096920699,1.0,26.383333333333333
340_465,3.8794257574434075,1.0,18.2
363_465,1.0878794440270854,1.0,5.866666666666666
467_370,1.2030727818387477,1.0,6.3
359_370,0.9209882097506764,1.0,8.5
359_370,0.9209882097506764,1.0,7.583333333333333
388_370,0.5059175997379386,0.0,32.3
236_370,2.371026212166121,1.0,23.583333333333332
514_370,1.6390826189669279,0.0,9.916666666666666
398_370,0.7079534403537767,1.0,26.55
855_370,1.8057576441985892,1.0,6.566666666666666
1091_370,3.261962640082503,1.0,15.5
337_370,2.314414507190834,0.0,25.466666666666665
341_370,6.4235424043843095,1.0,28.583333333333332
467_387,1.2419004480387794,1.0,7.6
467_387,1.2419004480387794,1.0,5.55
467_387,1.2419004480387794,1.0,7.016666666666667
759_387,0.6759074411497098,1.0,3.05
385_387,1.2265173386631067,1.0,11.0
935_387,1.1282500536583893,1.0,5.966666666666667
280_387,2.2366765015033874,1.0,9.2
467_762,3.0633273179810097,0.0,31.033333333333335
214_762,1.8589573457256523,1.0,40.15
919_762,2.25756494138848,1.0,21.3
262_762,1.0422631865696594,1.0,6.883333333333334
330_762,0.6228949329782635,1.0,4.85
750_762,0.7195191021490159,1.0,5.683333333333334
235_762,0.5561929599201441,1.0,3.216666666666667
169_762,1.4188910050409687,1.0,8.183333333333334
470_762,2.219467934448041,0.0,30.966666666666665
152_762,2.6935907539452986,1.0,16.133333333333333
467_513,0.385255601989862,1.0,4.6
451_513,1.7865250599605687,1.0,11.116666666666667
467_507,6.2762383185202,1.0,33.28333333333333
467_302,4.992690493599743,1.0,22.883333333333333
273_302,1.9761512601750826,1.0,11.65
296_302,0.7486334333247406,1.0,5.15
211_302,2.785644774618007,1.0,16.066666666666666
141_302,2.374847653807427,1.0,31.366666666666667
307_302,0.4462567074869816,1.0,2.8666666666666667
305_302,0.1936970872068823,1.0,1.2333333333333334
214_550,1.6401487246890896,1.0,7.033333333333333
339_550,2.5031784653502047,1.0,9.466666666666667
584_550,0.6450968312411879,1.0,4.266666666666667
858_550,0.43409630592678117,1.0,2.783333333333333
214_436,0.7958254915537886,1.0,4.4
575_436,2.043596488151616,1.0,10.9
209_436,0.5786125745659171,1.0,2.466666666666667
179_436,1.8955227220153,1.0,19.6
314_436,2.1200363957726713,1.0,11.583333333333334
443_436,0.9124754064988411,1.0,4.266666666666667
214_845,0.407374943463616,1.0,1.5
1178_845,2.2179416991786054,1.0,15.4
207_845,0.928285240777776,1.0,5.966666666666667
330_845,2.340999687343887,1.0,21.666666666666668
1175_845,1.5182767363024623,1.0,6.433333333333334
757_845,1.6148339641132514,0.0,11.216666666666667
214_239,1.7667934565357126,1.0,8.216666666666667
1147_239,1.898493692502438,1.0,9.733333333333333
401_239,1.9246301044610956,0.0,16.116666666666667
681_239,1.3063911841790732,1.0,7.016666666666667
989_239,6.273023417236651,1.0,40.18333333333333
214_298,2.787728789389605,1.0,17.116666666666667
295_298,0.28727468953770346,0.0,4.416666666666667
214_592,1.7469669326874206,1.0,10.75
594_592,0.5000760568839678,1.0,2.7333333333333334
592_592,0.0,1.0,0.5833333333333334
321_592,4.5097176169379045,0.0,24.416666666666668
558_592,1.6766363474941657,1.0,21.5
574_592,0.6401776720401754,1.0,3.533333333333333
214_137,3.845883488154769,1.0,20.416666666666668
142_137,0.8174540679662249,1.0,5.4
960_137,2.6556540500192556,1.0,19.116666666666667
135_137,5.315869575059728,0.0,22.4
986_137,1.594662349623657,0.0,11.75
137_137,0.0,1.0,4.633333333333334
143_137,1.3559199346828945,1.0,6.1
1163_137,0.43973757250652934,1.0,3.3333333333333335
214_334,2.0056093443502023,0.0,14.983333333333333
214_334,2.0056093443502023,1.0,11.283333333333333
255_334,1.2582755539560442,1.0,8.0
625_334,1.3126340853701464,1.0,17.083333333333332
548_334,3.4532719647613557,1.0,10.9
247_334,0.7855836479210022,1.0,8.45
247_334,0.7855836479210022,1.0,6.6
237_334,1.019349024645155,1.0,7.0
316_334,0.5594866950029581,1.0,4.1
935_334,1.1287269550250254,1.0,11.066666666666666
235_334,0.4456245194318263,1.0,10.816666666666666
623_334,1.4916633979140776,1.0,7.05
442_334,2.010317488615936,0.0,14.766666666666667
1150_334,3.2646886278891274,1.0,13.616666666666667
214_403,3.552765993115594,1.0,19.483333333333334
762_403,1.79235870171697,0.0,103.05
1169_403,2.1180927061531136,1.0,12.333333333333334
955_403,1.131119269512581,1.0,5.716666666666667
244_403,2.8425819417079183,1.0,13.4
214_244,1.441881339683277,1.0,12.633333333333333
359_244,3.446811687360926,0.0,40.516666666666666
329_244,2.5732493703143953,1.0,27.183333333333334
547_244,1.9763749891760105,1.0,9.65
214_218,0.38274673824806216,1.0,2.0833333333333335
404_218,3.6876547480629016,0.0,57.1
1175_218,1.2656270564824157,1.0,9.133333333333333
942_218,0.48740355553802234,1.0,3.566666666666667
169_218,0.7400734898269513,1.0,5.383333333333334
211_218,0.6971787313243396,1.0,8.583333333333334
630_218,2.332412005639959,1.0,11.25
1077_218,0.8616784380402076,1.0,11.283333333333333
146_218,1.3726407810765147,1.0,6.783333333333333
214_325,2.273920284499855,0.0,48.88333333333333
242_325,1.0665276922189701,1.0,10.133333333333333
759_684,1.4392504490561926,1.0,12.0
432_684,3.191753364462314,1.0,25.566666666666666
919_684,0.7329466087880339,1.0,4.85
404_684,0.34643738125528584,1.0,5.0
759_421,0.4654102519412081,0.0,10.75
411_421,1.8457361456577965,0.0,9.666666666666666
362_421,2.5312701619774334,1.0,27.166666666666668
272_421,2.0192911236849675,1.0,12.366666666666667
1168_421,4.207262296013118,1.0,22.266666666666666
245_421,2.816945772072979,1.0,21.916666666666668
471_421,1.4991944712271954,1.0,7.4
471_421,1.4991944712271954,1.0,24.883333333333333
987_421,2.7628948313191133,0.0,15.066666666666666
860_421,2.384225632244695,1.0,25.233333333333334
316_421,2.301831971792013,1.0,15.133333333333333
513_421,1.768527997946451,1.0,10.316666666666666
469_421,0.7512835717759975,1.0,3.1
880_421,0.20340148718843817,1.0,2.75
363_421,2.2210251538060626,1.0,11.6
421_421,0.0,1.0,1.9666666666666666
891_421,5.843589438776214,1.0,23.833333333333332
1006_421,1.2408614805878428,1.0,5.6
329_421,1.593324882376809,0.0,25.7
332_421,2.0905378919800444,1.0,14.166666666666666
564_421,6.417674998263298,1.0,38.5
624_421,0.7341293577472248,0.0,6.35
594_441,1.2243636622412641,1.0,6.25
1177_441,0.6127062679663119,1.0,5.533333333333333
427_441,0.6968245931333169,1.0,4.183333333333334
594_251,3.073911614225341,0.0,14.166666666666666
148_251,1.2517797775996102,1.0,9.8
272_251,1.4238652897918052,1.0,6.75
1155_251,1.2755184019433354,1.0,6.383333333333334
